source_lemma,target_translation,source,source_id,uri
sociologie lidských sídel,sociology of settlements,teater,904,https://teater.aiscr.cz/id/904
sociálni stratifikace,social stratification,teater,3621,https://teater.aiscr.cz/id/3621
sociální antropologie,social anthropology,teater,398,https://teater.aiscr.cz/id/398
sociální dějiny,social history,teater,595,https://teater.aiscr.cz/id/595
sociální endogamie,social endogamy,teater,3664,https://teater.aiscr.cz/id/3664
sociální exogamie,social exogamy,teater,3665,https://teater.aiscr.cz/id/3665
sociální geografie,human geography,teater,906,https://teater.aiscr.cz/id/906
sociální identita,social identity,teater,3553,https://teater.aiscr.cz/id/3553
sociální kontext (dějiny umění),social context (art history),teater,486,https://teater.aiscr.cz/id/486
sociální mobilita,social mobility,teater,3559,https://teater.aiscr.cz/id/3559
sociální nerovnost,social inequality,teater,3554,https://teater.aiscr.cz/id/3554
sociální původ,social origin,teater,3555,https://teater.aiscr.cz/id/3555
sociální strategie,social strategy,teater,3556,https://teater.aiscr.cz/id/3556
sociální struktura,social structure,teater,16,https://teater.aiscr.cz/id/16
sociální systém,social system,teater,3658,https://teater.aiscr.cz/id/3658
sokolnictví,falconry,teater,3208,https://teater.aiscr.cz/id/3208
solidus,solidus,teater,2293,https://teater.aiscr.cz/id/2293
solný důl,salt mine,teater,1463,https://teater.aiscr.cz/id/1463
solutréen,solutrean,teater,1092,https://teater.aiscr.cz/id/1092
somatometrie,somatometry,teater,3875,https://teater.aiscr.cz/id/3875
somálsko,Somalia,amcr,HES-001326,https://api.aiscr.cz/id/HES-001326
sonda,trench,amcr,HES-001072,https://api.aiscr.cz/id/HES-001072
sondážní výzkum,Exploratory research,teater,4323,https://teater.aiscr.cz/id/4323
soudobé dějiny,contemporary history,teater,1266,https://teater.aiscr.cz/id/1266
soukenictví,drapery,teater,3702,https://teater.aiscr.cz/id/3702
soukeník,clothweaver,teater,3703,https://teater.aiscr.cz/id/3703
soukromá písemnost,private letter,teater,601,https://teater.aiscr.cz/id/601
soupis duší,Parish Family Book,teater,3731,https://teater.aiscr.cz/id/3731
soupis lidu,census,teater,2267,https://teater.aiscr.cz/id/2267
soupis obyvatelstva podle víry,register of subjects according to their faith,teater,2268,https://teater.aiscr.cz/id/2268
soutok,confluence,teater,1021,https://teater.aiscr.cz/id/1021
součást domu,component of the house,teater,1501,https://teater.aiscr.cz/id/1501
součást hrobu,grave component,amcr,HES-000673,https://api.aiscr.cz/id/HES-000673
součást komunikace,transportation structure,amcr,HES-000519,https://api.aiscr.cz/id/HES-000519
součást oděvu,costume component,amcr,HES-000674,https://api.aiscr.cz/id/HES-000674
součást pluhu,plow component,amcr,HES-000658,https://api.aiscr.cz/id/HES-000658
součást postroje,harness component,amcr,HES-000747,https://api.aiscr.cz/id/HES-000747
součást vozu,cargo vehicle component,amcr,HES-000703,https://api.aiscr.cz/id/HES-000703
součást zbroje,armor component,amcr,HES-000648,https://api.aiscr.cz/id/HES-000648
součást štítu,shield part,amcr,HES-000790,https://api.aiscr.cz/id/HES-000790
sparťané,Spartiate,teater,3959,https://teater.aiscr.cz/id/3959
spektrografická analýza,spectrograph analysis,teater,176,https://teater.aiscr.cz/id/176
spektrometrie,spectrometry,teater,177,https://teater.aiscr.cz/id/177
spektrometrie s indukčně vázaným plazmatem,inductively coupled plasma spectrometry,teater,185,https://teater.aiscr.cz/id/185
spektrální analýza,spectrum analysis,teater,175,https://teater.aiscr.cz/id/175
speleoarcheologie,speleoarchaeology,teater,39,https://teater.aiscr.cz/id/39
speleologie,speleology,teater,1007,https://teater.aiscr.cz/id/1007
spilit,spilite,teater,2541,https://teater.aiscr.cz/id/2541
spiritualita,spirituality,teater,800,https://teater.aiscr.cz/id/800
spirituální františkáni,Franciscan Spirituals,teater,723,https://teater.aiscr.cz/id/723
spiš,Spiš,teater,3053,https://teater.aiscr.cz/id/3053
splach,solifluction,teater,1757,https://teater.aiscr.cz/id/1757
splach/naplavenina,colluvial/alluvial layer,amcr,HES-000461,https://api.aiscr.cz/id/HES-000461
spojené arabské emiráty,United Arab Emirates (the),amcr,HES-001322,https://api.aiscr.cz/id/HES-001322
spojené království nizozemské (1815-1830/1839),United Kingdom of the Netherlands,teater,3054,https://teater.aiscr.cz/id/3054
spojené státy,United States of America (the),amcr,HES-001323,https://api.aiscr.cz/id/HES-001323
společenská akce,social event,amcr,HES-001155,https://api.aiscr.cz/id/HES-001155
společenská elita,social elite,teater,3627,https://teater.aiscr.cz/id/3627
společenská třída,social class,teater,3622,https://teater.aiscr.cz/id/3622
společenské poměry,social conditions,teater,15,https://teater.aiscr.cz/id/15
společenské postavení,social status,teater,3560,https://teater.aiscr.cz/id/3560
společenské vztahy,social relations,teater,3561,https://teater.aiscr.cz/id/3561
společenství,community (společenství),teater,4220,https://teater.aiscr.cz/id/4220
společnost,society,teater,12,https://teater.aiscr.cz/id/12
společnosti,societies,teater,3687,https://teater.aiscr.cz/id/3687
spona,fibula,amcr,HES-000733,https://api.aiscr.cz/id/HES-000733
spondylus,spondylus,amcr,HES-000949,https://api.aiscr.cz/id/HES-000949
sporady (řecko : souostroví),Sporades,teater,4103,https://teater.aiscr.cz/id/4103
sportovní nářadí,sports equipment,teater,2403,https://teater.aiscr.cz/id/2403
spravedlivá válka,just war,teater,3539,https://teater.aiscr.cz/id/3539
spraš,loess,teater,1006,https://teater.aiscr.cz/id/1006
"správa, písemnictví","administration, literature",teater,3424,https://teater.aiscr.cz/id/3424
správní aspekty (křesťanství),administrative aspects (Christianity),teater,775,https://teater.aiscr.cz/id/775
srbsko,Serbia,amcr,HES-001357,https://api.aiscr.cz/id/HES-001357
srovnávací anatomie,comparative anatomy,teater,359,https://teater.aiscr.cz/id/359
srovnávací metoda,comparative methods,teater,208,https://teater.aiscr.cz/id/208
srp,sickle,amcr,HES-000659,https://api.aiscr.cz/id/HES-000659
stabilní katastr,stable cadastre,teater,2269,https://teater.aiscr.cz/id/2269
stacionární výzkum,stationary research,teater,4331,https://teater.aiscr.cz/id/4331
stadion,stadion,teater,1558,https://teater.aiscr.cz/id/1558
stanice,camp,teater,1451,https://teater.aiscr.cz/id/1451
stanice/tábořiště,camp,amcr,HES-000066,https://api.aiscr.cz/id/HES-000066
starec,starets,teater,3128,https://teater.aiscr.cz/id/3128
starokatolický kněz,Old Catholic priest,teater,3110,https://teater.aiscr.cz/id/3110
staroobřadnictví,Old Belief,teater,724,https://teater.aiscr.cz/id/724
staroslověnská literatura,Church Slavic literature,teater,2834,https://teater.aiscr.cz/id/2834
staroslověnské legendy,Church Slavic,teater,2835,https://teater.aiscr.cz/id/2835
staroslověnština,"Slavonic, Old Church",teater,2828,https://teater.aiscr.cz/id/2828
starověcí makedonci,Ancient Macedonians,teater,2683,https://teater.aiscr.cz/id/2683
starověk,ancient history,teater,1258,https://teater.aiscr.cz/id/1258
starověká civilizace,ancient civilization,teater,3695,https://teater.aiscr.cz/id/3695
starověká indie,India,teater,4026,https://teater.aiscr.cz/id/4026
starověká keramika,ancient pottery,teater,2464,https://teater.aiscr.cz/id/2464
starověká sýrie,Syria,teater,4105,https://teater.aiscr.cz/id/4105
starověké řecko,Ancient Greece,teater,4090,https://teater.aiscr.cz/id/4090
starověký egypt,Ancient Egypt,teater,4009,https://teater.aiscr.cz/id/4009
starověký orient,Orient,teater,4075,https://teater.aiscr.cz/id/4075
starozákonní apokryf,Apocryphal books (Old Testament),teater,2186,https://teater.aiscr.cz/id/2186
stará dolní němčina,old saxon language,teater,2620,https://teater.aiscr.cz/id/2620
stará fríština,old Frisian language,teater,2618,https://teater.aiscr.cz/id/2618
stará irština,Old Irish,teater,2670,https://teater.aiscr.cz/id/2670
stará mapa,old maps,teater,1031,https://teater.aiscr.cz/id/1031
stará maďarština,old Hungarian language,teater,2874,https://teater.aiscr.cz/id/2874
stará severština,Old Norse,teater,2621,https://teater.aiscr.cz/id/2621
stará řečtina,Ancient Greek,teater,2758,https://teater.aiscr.cz/id/2758
starý zákon,Old Testament,teater,2214,https://teater.aiscr.cz/id/2214
starčestvo,starchestvo,teater,3127,https://teater.aiscr.cz/id/3127
starší doba bronzová,Early Bronze Age,amcr,HES-001480,https://api.aiscr.cz/id/HES-001480
starší doba halštatská (hac-d1),early Hallstatt period (HaC-D1),teater,1201,https://teater.aiscr.cz/id/1201
starší doba halštatská (hac–d1),Early Hallstatt Period (HaC–D1),amcr,HES-001485,https://api.aiscr.cz/id/HES-001485
starší doba hradištní,early hillfort period,teater,1240,https://teater.aiscr.cz/id/1240
starší doba stěhování národů,Early Migration Period,amcr,HES-001469,https://api.aiscr.cz/id/HES-001469
starší doba římská,Early Roman Period,amcr,HES-001465,https://api.aiscr.cz/id/HES-001465
starší eneolit,Early Eneolithic,amcr,HES-001476,https://api.aiscr.cz/id/HES-001476
starší neolit,Early Neolithic,amcr,HES-001473,https://api.aiscr.cz/id/HES-001473
starší paleolit,Lower Palaeolithic,amcr,HES-001463,https://api.aiscr.cz/id/HES-001463
statistická analýza,statistical analysis,teater,275,https://teater.aiscr.cz/id/275
statistická databáze,statistical database,teater,845,https://teater.aiscr.cz/id/845
statistická klasifikace,statistical classification,teater,843,https://teater.aiscr.cz/id/843
statistická metoda,statistical methods,teater,846,https://teater.aiscr.cz/id/846
statistické vzorkování,statistical sampling,teater,848,https://teater.aiscr.cz/id/848
statistické šetření,statistical inquiry,teater,844,https://teater.aiscr.cz/id/844
statistický model,statistical model,teater,847,https://teater.aiscr.cz/id/847
statistický výběr,statistical sampling,teater,849,https://teater.aiscr.cz/id/849
statistika,statistics,teater,838,https://teater.aiscr.cz/id/838
statér,stater,teater,2294,https://teater.aiscr.cz/id/2294
stavba,construction,amcr,HES-000603,https://api.aiscr.cz/id/HES-000603
stavební huť,construction smelter,teater,1281,https://teater.aiscr.cz/id/1281
stavební jáma,construction pit,teater,1782,https://teater.aiscr.cz/id/1782
stavební keramika,construction ceramics,amcr,HES-000748,https://api.aiscr.cz/id/HES-000748
stavební kámen,building stone,teater,2543,https://teater.aiscr.cz/id/2543
stavební odpad,building waste,teater,1936,https://teater.aiscr.cz/id/1936
stavební prvek,architectural element,teater,2338,https://teater.aiscr.cz/id/2338
stavební právo,building law,teater,258,https://teater.aiscr.cz/id/258
stavební zámečnictví,building locksmithery,teater,3407,https://teater.aiscr.cz/id/3407
stavební/spojovací prvek,structural element component,amcr,HES-000757,https://api.aiscr.cz/id/HES-000757
stavebně-historický průzkum,building-historical survey,amcr,HES-000632,https://api.aiscr.cz/id/HES-000632
stavovský stát,State of the Estates,teater,3683,https://teater.aiscr.cz/id/3683
stavy,Estates,teater,3648,https://teater.aiscr.cz/id/3648
stavění májů,Building maypoles,teater,4265,https://teater.aiscr.cz/id/4265
step,steppe,teater,862,https://teater.aiscr.cz/id/862
stezka,trail,teater,1419,https://teater.aiscr.cz/id/1419
stilo,stylus,teater,2139,https://teater.aiscr.cz/id/2139
stilus,stylus,amcr,HES-000811,https://api.aiscr.cz/id/HES-000811
stodola,barn,amcr,HES-000483,https://api.aiscr.cz/id/HES-000483
stola,stola,teater,2331,https://teater.aiscr.cz/id/2331
stolní nádobí,tableware,teater,2077,https://teater.aiscr.cz/id/2077
stopy orby,plough marks,amcr,HES-000467,https://api.aiscr.cz/id/HES-000467
stoá,stoa,teater,1612,https://teater.aiscr.cz/id/1612
stratigrafie,stratigraphy,teater,920,https://teater.aiscr.cz/id/920
strigolnici,strigolniki,teater,725,https://teater.aiscr.cz/id/725
stroj,machine,teater,2406,https://teater.aiscr.cz/id/2406
strop,ceiling,teater,1605,https://teater.aiscr.cz/id/1605
stropní malba,ceiling painting,teater,1872,https://teater.aiscr.cz/id/1872
struktura,structure,teater,82,https://teater.aiscr.cz/id/82
struktura osídlení,settlement patterns,teater,905,https://teater.aiscr.cz/id/905
strukturalismus,structuralism,teater,81,https://teater.aiscr.cz/id/81
strukturní geologie,structural geology,teater,1008,https://teater.aiscr.cz/id/1008
strukturovaný rozhovor,structured interview,teater,4319,https://teater.aiscr.cz/id/4319
strukturální antropologie,structural anthropology,teater,399,https://teater.aiscr.cz/id/399
strunkovice,Strunkovice,amcr,HES-000208,https://api.aiscr.cz/id/HES-000208
struska,slag,amcr,HES-000645,https://api.aiscr.cz/id/HES-000645
stránkování,pagination,teater,665,https://teater.aiscr.cz/id/665
strážnice/předsunutá bašta,outpost/watchtower,amcr,HES-000045,https://api.aiscr.cz/id/HES-000045
studna,water well,amcr,HES-000514,https://api.aiscr.cz/id/HES-000514
stylobat,stylobate,teater,1808,https://teater.aiscr.cz/id/1808
stáj,stable,teater,1559,https://teater.aiscr.cz/id/1559
stáj/chlév,stable/cowshed,amcr,HES-000482,https://api.aiscr.cz/id/HES-000482
stálá expozice,permanent exhibitions,teater,240,https://teater.aiscr.cz/id/240
stálé opevnění,permanent fortification,teater,1290,https://teater.aiscr.cz/id/1290
stát,state,teater,4200,https://teater.aiscr.cz/id/4200
stát a církev,church and state,teater,790,https://teater.aiscr.cz/id/790
státní správa,state administration,teater,3444,https://teater.aiscr.cz/id/3444
stéla,stela,amcr,HES-000469,https://api.aiscr.cz/id/HES-000469
stéla (objekt),stele (feature),teater,1671,https://teater.aiscr.cz/id/1671
stéla (předmět),stela (object),teater,2317,https://teater.aiscr.cz/id/2317
stěhování národů,Migration period,teater,1231,https://teater.aiscr.cz/id/1231
střední / mladší neolit,middle / late neolithic,teater,1111,https://teater.aiscr.cz/id/1111
střední doba bronzová,Middle Bronze Age,amcr,HES-001481,https://api.aiscr.cz/id/HES-001481
střední doba hradištní,middle hillfort period,teater,1241,https://teater.aiscr.cz/id/1241
střední doba laténská (ltb-c1),middle La Tène period (LtB-C1),teater,1219,https://teater.aiscr.cz/id/1219
střední doba laténská (ltb–c1),Middle La Tène Period (LtB–C1),amcr,HES-001459,https://api.aiscr.cz/id/HES-001459
střední dolní němčina,Middle Low German,teater,2622,https://teater.aiscr.cz/id/2622
střední eneolit,Middle Eneolithic,amcr,HES-001477,https://api.aiscr.cz/id/HES-001477
střední paleolit,Middle Palaeolithic,amcr,HES-001464,https://api.aiscr.cz/id/HES-001464
střední vrstva,middle class,teater,3630,https://teater.aiscr.cz/id/3630
střední/mladší doba laténská (ltc1–2),Middle/Late La Tène Period (LtC1–2),amcr,HES-001460,https://api.aiscr.cz/id/HES-001460
střední–mladší neolit,Middle–Late Neolithic,amcr,HES-001474,https://api.aiscr.cz/id/HES-001474
středoafrická republika,Central African Republic (the),amcr,HES-001386,https://api.aiscr.cz/id/HES-001386
středodunajská mohylová kultura,Middle-Danubian Tumulus Culture,amcr,HES-000323,https://api.aiscr.cz/id/HES-000323
středodunajská popelnicová pole,Middle Danube Urnfield culture,teater,1184,https://teater.aiscr.cz/id/1184
středověk,Medieval,amcr,HES-001163,https://api.aiscr.cz/id/HES-001163
středověk (historiografie),Middle Ages (historiography),teater,1260,https://teater.aiscr.cz/id/1260
středověk - novověk,Middle ages - modern period,teater,1236,https://teater.aiscr.cz/id/1236
středověká architektura,medieval architecture,teater,434,https://teater.aiscr.cz/id/434
středověká keramika,medieval pottery,teater,2468,https://teater.aiscr.cz/id/2468
středověká společnost,medieval society,teater,3696,https://teater.aiscr.cz/id/3696
středověká řečtina,Medieval Greek,teater,2939,https://teater.aiscr.cz/id/2939
středověké malířství,medieval painting,teater,442,https://teater.aiscr.cz/id/442
středověké město,medieval town,teater,1397,https://teater.aiscr.cz/id/1397
středověké sochařství,medieval sculpture,teater,3769,https://teater.aiscr.cz/id/3769
středověké umění,medieval art,teater,3738,https://teater.aiscr.cz/id/3738
středověký rukopis,medieval manuscript,teater,666,https://teater.aiscr.cz/id/666
středověk–novověk,Middle Ages–Modern Period,amcr,HES-000416,https://api.aiscr.cz/id/HES-000416
střelná zbraň,ranged weapon,teater,2007,https://teater.aiscr.cz/id/2007
střešní krytina,roofing tile,amcr,HES-000815,https://api.aiscr.cz/id/HES-000815
střešní taška,roof tile,teater,2356,https://teater.aiscr.cz/id/2356
stříbrnictví,silverwork,teater,3373,https://teater.aiscr.cz/id/3373
stříbro,silver,amcr,HES-000950,https://api.aiscr.cz/id/HES-000950
stříbrotepec,silversmith,teater,3318,https://teater.aiscr.cz/id/3318
stříbrotepectví,silversmithing,teater,3317,https://teater.aiscr.cz/id/3317
střížek,planchet,teater,2300,https://teater.aiscr.cz/id/2300
subatlantik (paleoklimatologie),Subatlantic (paleoclimatology),teater,1069,https://teater.aiscr.cz/id/1069
subkultura,subculture,teater,4241,https://teater.aiscr.cz/id/4241
subobor (antropologie),subfield (anthropology),teater,392,https://teater.aiscr.cz/id/392
subobor (chemie),subfield (chemistry),teater,607,https://teater.aiscr.cz/id/607
subobor (demografie),subfield (demography),teater,425,https://teater.aiscr.cz/id/425
subobor (geografie),subfield (geography),teater,873,https://teater.aiscr.cz/id/873
